age,sex,race,education,employment,income,avebooks,readprint,readaudio,readebook,borrowed,lib, bought, other, news, mags, total
71 to 93,Female,White,Some college,Not employed for pay,$100k to under $150k,12,0,1,0,0,1,0,0,0,1,1
71 to 93,Female,White,Some college,Disabled,$10k to under $20k,30,1,0,0,0,0,1,0,1,0,1
71 to 93,Male,White,Post-graduate training/professional school,Retired,$10k to under $20k,3,1,0,0,1,0,0,0,1,1,1
71 to 93,Female,White,Post-graduate training/professional school,Retired,$20k to under $30k,50,1,0,0,0,0,1,0,1,1,1
71 to 93,Male,White,Post-graduate training/professional school,Retired,$20k to under $30k,50,1,1,0,0,0,1,0,1,1,1
71 to 93,Female,White,Post-graduate training/professional school,Retired,$30k to under $40k,31,2,0,0,1,0,1,0,1,2,2
71 to 93,Male,White,Post-graduate training/professional school,Retired,$30k to under $40k,9,2,0,0,0,1,1,0,1,1,2
71 to 93,Female,White,Post-graduate training/professional school,Retired,$40k to under $50k,1,1,0,1,0,0,1,0,1,1,1
71 to 93,Male,White,Post-graduate training/professional school,Retired,$40k to under $50k,3,1,1,1,0,0,1,0,1,1,1
71 to 93,Female,White,Post-graduate training/professional school,Retired,$50k to under $75k,13,2,0,0,0,0,2,0,2,2,2
71 to 93,Male,White,Post-graduate training/professional school,Retired,$50k to under $75k,14,4,1,1,2,1,2,0,5,3,5
71 to 93,Female,White,Post-graduate training/professional school,Retired,$75k to under $100k,12,3,0,1,0,1,2,0,2,2,3
71 to 93,Male,White,Post-graduate training/professional school,Retired,$75k to under $100k,9,5,0,1,2,0,1,2,5,5,5
71 to 93,Female,White,Post-graduate training/professional school,Retired,$100k to under $150k,70,5,1,1,1,3,0,1,5,4,5
71 to 93,Male,White,Post-graduate training/professional school,Retired,$100k to under $150k,8,4,0,2,1,1,1,1,4,2,4
71 to 93,Female,White,Post-graduate training/professional school,Retired,Unknown,33,4,0,1,1,2,1,0,5,4,5
71 to 93,Male,White,Post-graduate training/professional school,Retired,Unknown,37,4,1,1,0,4,0,0,4,4,4
71 to 93,Female,White,Post-graduate training/professional school,Have own business/self-employed,$50k to under $75k,3,1,0,1,0,0,1,0,1,1,1
71 to 93,Male,White,Post-graduate training/professional school,Have own business/self-employed,$100k to under $150k,97,1,0,0,0,0,1,0,1,1,1
71 to 93,Male,White,Post-graduate training/professional school,Have own business/self-employed,Unknown,5,1,0,0,0,0,1,0,0,1,1
71 to 93,Female,White,Post-graduate training/professional school,Employed part-time,$20k to under $30k,9,1,0,0,0,0,1,0,1,0,1
71 to 93,Female,White,Post-graduate training/professional school,Employed part-time,$50k to under $75k,42,2,1,0,1,1,0,0,1,2,2
71 to 93,Male,White,Post-graduate training/professional school,Employed part-time,$50k to under $75k,19,2,1,2,0,0,2,0,1,2,2
71 to 93,Female,White,Post-graduate training/professional school,Employed part-time,$75k to under $100k,35,1,1,0,0,1,0,0,1,1,1
71 to 93,Male,White,Post-graduate training/professional school,Employed part-time,Unknown,3,1,1,1,0,1,0,0,1,1,1
71 to 93,Female,White,Post-graduate training/professional school,Employed full-time,$10k to under $20k,12,1,0,0,0,0,0,1,1,1,1
71 to 93,Female,White,Post-graduate training/professional school,Employed full-time,$40k to under $50k,25,1,0,0,0,0,1,0,0,1,1
71 to 93,Male,White,Post-graduate training/professional school,Not employed for pay,$100k to under $150k,25,1,0,1,0,0,1,0,1,1,1
71 to 93,Female,White,Technical/trade/vocational school,Retired,$10k to under $20k,32,1,0,0,0,1,0,0,2,1,3
71 to 93,Female,White,Technical/trade/vocational school,Retired,$20k to under $30k,30,1,0,0,1,0,0,0,1,0,1
71 to 93,Female,White,Technical/trade/vocational school,Retired,$50k to under $75k,25,1,1,1,0,0,1,0,1,0,1
71 to 93,Female,White,Technical/trade/vocational school,Retired,$100k to under $150k,41,2,2,0,0,0,1,1,2,1,2
71 to 93,Male,White,Technical/trade/vocational school,Retired,$100k to under $150k,3,1,0,0,1,0,0,0,0,1,1
71 to 93,Female,White,Technical/trade/vocational school,Retired,Unknown,25,1,0,0,0,0,0,1,1,1,1
71 to 93,Female,Black or African-American,High school incomplete,Retired,$10k to under $20k,1,1,0,0,0,0,1,0,1,0,1
71 to 93,Female,Black or African-American,High school graduate,Retired,Less than $10k,3,1,0,0,0,0,1,0,1,0,1
71 to 93,Female,Black or African-American,High school graduate,Retired,$10k to under $20k,5,1,0,0,1,0,0,0,1,1,1
71 to 93,Female,Black or African-American,High school graduate,Retired,$100k to under $150k,20,0,0,1,0,0,1,0,0,1,1
71 to 93,Female,Black or African-American,High school graduate,Retired,Unknown,2,1,0,0,0,1,0,0,1,0,1
71 to 93,Female,Black or African-American,High school graduate,Not employed for pay,Less than $10k,2,1,0,0,1,0,0,0,0,1,1
71 to 93,Female,Black or African-American,College graduate,Retired,$40k to under $50k,12,1,0,0,0,1,0,0,1,0,1
71 to 93,Male,Black or African-American,Some college,Retired,$30k to under $40k,7,2,1,1,1,1,0,0,2,0,2
71 to 93,Female,Black or African-American,Some college,Retired,$40k to under $50k,3,1,0,0,1,0,0,0,0,1,1
71 to 93,Female,Black or African-American,Some college,Retired,Unknown,5,1,0,0,0,0,1,0,2,1,2
71 to 93,Female,Black or African-American,Some college,Not employed for pay,Unknown,4,1,0,0,0,0,1,0,1,1,1
71 to 93,Female,Black or African-American,Post-graduate training/professional school,Retired,Less than $10k,1,1,0,0,0,1,0,0,0,0,1
71 to 93,Female,Black or African-American,Post-graduate training/professional school,Retired,$20k to under $30k,2,1,0,0,1,0,0,0,1,0,1
71 to 93,Female,Black or African-American,Post-graduate training/professional school,Retired,$50k to under $75k,3,1,0,0,0,0,1,0,0,0,1
71 to 93,Female,Black or African-American,None,Retired,Less than $10k,1,1,0,0,0,0,1,0,0,0,2
71 to 93,Male,Mixed race,Some college,Retired,$20k to under $30k,30,1,0,0,0,0,1,0,1,0,1
71 to 93,Female,Unknown,High school graduate,Retired,Unknown,3,0,0,0,1,0,0,0,1,1,1
71 to 93,Male,Unknown,Some college,Employed part-time,$40k to under $50k,12,1,0,1,1,0,0,0,1,0,1
71 to 93,Male,Unknown,Post-graduate training/professional school,Retired,$100k to under $150k,40,1,1,1,0,1,0,0,1,1,1
71 to 93,Male,Unknown,Post-graduate training/professional school,Retired,Unknown,12,1,0,0,0,0,1,0,1,0,1
71 to 93,Female,Unknown,Post-graduate training/professional school,Employed full-time,$100k to under $150k,35,1,1,1,0,0,1,0,1,1,1
